task_category,task_name,prompt,prediction,target,is_correct,ut_steps
Reasoning Primitive,var_assign_depth_0_math,"Let e = 70, Let o = 52, Let c = 32, Let q = 51, Let j = 71, c = ?
Answer: 32

Let f = 8, Let p = 98, Let i = 34, Let t = 0, p = ?
Answer: 98

Let x = 39, Let n = 95, Let t = 15, Let k = 12, n = ?
Answer: 95

Let n = 50, Let i = 22, Let m = 91, Let a = 15, Let t = 43, t = ?
Answer: 43

Let w = 61, Let o = 26, Let h = 89, Let z = 52, Let k = 54, w = ?
Answer: 61

Let s = 51, Let d = 55, Let c = 84, Let h = 28, d = ?
Answer:",55,55,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let y = 54, Let m = 72, Let k = 55, Let l = 97, Let p = 45, Let f = 63, Let o = 80, m = ?
Answer: 72

Let w = 32, Let v = 27, Let i = 94, Let f = 7, Let h = 18, i = ?
Answer: 94

Let r = 3, Let j = 18, Let h = 21, Let z = 45, Let k = 26, Let y = 10, Let m = 36, r = ?
Answer: 3

Let n = 50, Let i = 22, Let m = 91, Let a = 15, Let t = 43, t = ?
Answer: 43

Let d = 20, Let i = 65, Let h = 57, Let s = 38, Let g = 17, Let v = 19, Let l = 49, g = ?
Answer: 17

Let z = 54, Let l = 42, Let h = 7, Let d = 18, Let e = 47, Let m = 49, Let w = 7, d = ?
Answer:",18,18,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let l = 42, Let j = 60, Let s = 43, Let i = 50, Let r = 17, Let u = 74, Let d = 90, u = ?
Answer: 74

Let x = 25, Let i = 92, Let y = 14, Let p = 57, Let b = 51, Let e = 75, Let t = 99, t = ?
Answer: 99

Let s = 38, Let f = 5, Let y = 18, Let t = 91, Let j = 31, Let e = 14, f = ?
Answer: 5

Let g = 31, Let c = 35, Let h = 48, Let j = 97, g = ?
Answer: 31

Let p = 9, Let l = 14, Let f = 16, Let r = 40, Let o = 50, Let g = 34, l = ?
Answer: 14

Let t = 76, Let u = 93, Let v = 13, Let d = 54, Let l = 59, Let k = 30, Let f = 51, f = ?
Answer:",51,51,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let s = 30, Let n = 59, Let h = 69, Let k = 3, Let j = 59, Let x = 47, j = ?
Answer: 59

Let r = 6, Let n = 83, Let a = 96, Let u = 38, Let f = 70, Let b = 68, u = ?
Answer: 38

Let u = 31, Let c = 75, Let w = 93, Let h = 83, w = ?
Answer: 93

Let g = 19, Let u = 75, Let t = 41, Let m = 26, Let j = 81, Let x = 69, t = ?
Answer: 41

Let y = 77, Let q = 70, Let h = 64, Let t = 93, Let s = 14, s = ?
Answer: 14

Let x = 15, Let k = 39, Let u = 94, Let a = 76, x = ?
Answer:",Let,15,False,12
Reasoning Primitive,var_assign_depth_0_math,"Let h = 83, Let n = 85, Let u = 45, Let p = 48, Let o = 67, Let g = 41, Let w = 71, w = ?
Answer: 71

Let e = 97, Let h = 60, Let q = 13, Let b = 20, Let l = 82, Let y = 34, Let a = 94, b = ?
Answer: 20

Let t = 72, Let h = 78, Let x = 53, Let e = 51, Let d = 88, Let k = 34, Let b = 46, d = ?
Answer: 88

Let h = 6, Let e = 26, Let q = 3, Let w = 77, Let n = 36, Let m = 94, e = ?
Answer: 26

Let g = 19, Let u = 75, Let t = 41, Let m = 26, Let j = 81, Let x = 69, t = ?
Answer: 41

Let r = 6, Let n = 83, Let a = 96, Let u = 38, Let f = 70, Let b = 68, u = ?
Answer:",Let,38,False,12
Reasoning Primitive,var_assign_depth_0_math,"Let x = 20, Let d = 98, Let f = 78, Let z = 11, Let u = 71, Let w = 71, Let o = 43, z = ?
Answer: 11

Let n = 56, Let e = 18, Let s = 23, Let v = 98, Let k = 71, Let q = 75, Let g = 52, k = ?
Answer: 71

Let r = 75, Let o = 99, Let i = 86, Let v = 76, Let c = 29, o = ?
Answer: 99

Let w = 39, Let k = 28, Let i = 68, Let u = 97, w = ?
Answer: 39

Let s = 45, Let h = 76, Let c = 69, Let o = 32, Let a = 73, Let z = 93, z = ?
Answer: 93

Let j = 70, Let z = 19, Let s = 39, Let v = 98, Let p = 64, Let t = 18, s = ?
Answer:",39,39,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let p = 30, Let y = 56, Let s = 97, Let u = 91, Let g = 71, Let x = 35, g = ?
Answer: 71

Let g = 31, Let c = 35, Let h = 48, Let j = 97, g = ?
Answer: 31

Let g = 19, Let u = 75, Let t = 41, Let m = 26, Let j = 81, Let x = 69, t = ?
Answer: 41

Let s = 38, Let f = 5, Let y = 18, Let t = 91, Let j = 31, Let e = 14, f = ?
Answer: 5

Let x = 28, Let h = 84, Let k = 77, Let q = 8, x = ?
Answer: 28

Let w = 66, Let i = 71, Let v = 20, Let s = 31, Let m = 89, s = ?
Answer:",31,31,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let w = 66, Let i = 71, Let v = 20, Let s = 31, Let m = 89, s = ?
Answer: 31

Let o = 76, Let b = 67, Let k = 90, Let v = 5, o = ?
Answer: 76

Let x = 20, Let d = 98, Let f = 78, Let z = 11, Let u = 71, Let w = 71, Let o = 43, z = ?
Answer: 11

Let f = 79, Let q = 61, Let l = 99, Let k = 50, Let e = 9, Let a = 30, f = ?
Answer: 79

Let f = 65, Let a = 31, Let e = 60, Let b = 85, a = ?
Answer: 31

Let j = 12, Let d = 96, Let r = 23, Let s = 2, Let i = 45, Let o = 37, s = ?
Answer:",2,2,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let f = 79, Let q = 61, Let l = 99, Let k = 50, Let e = 9, Let a = 30, f = ?
Answer: 79

Let t = 85, Let o = 35, Let i = 69, Let w = 24, Let g = 44, i = ?
Answer: 69

Let h = 6, Let e = 26, Let q = 3, Let w = 77, Let n = 36, Let m = 94, e = ?
Answer: 26

Let d = 15, Let o = 58, Let i = 13, Let b = 41, Let j = 83, o = ?
Answer: 58

Let z = 54, Let l = 42, Let h = 7, Let d = 18, Let e = 47, Let m = 49, Let w = 7, d = ?
Answer: 18

Let e = 70, Let o = 52, Let c = 32, Let q = 51, Let j = 71, c = ?
Answer:",32,32,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let v = 73, Let y = 76, Let e = 22, Let m = 62, Let r = 3, r = ?
Answer: 3

Let i = 48, Let x = 96, Let m = 8, Let u = 98, Let d = 89, Let r = 80, Let v = 12, d = ?
Answer: 89

Let y = 25, Let g = 22, Let z = 95, Let e = 98, Let r = 99, y = ?
Answer: 25

Let t = 76, Let u = 93, Let v = 13, Let d = 54, Let l = 59, Let k = 30, Let f = 51, f = ?
Answer: 51

Let w = 79, Let g = 39, Let b = 32, Let y = 53, Let s = 74, b = ?
Answer: 32

Let y = 77, Let q = 70, Let h = 64, Let t = 93, Let s = 14, s = ?
Answer:",14,14,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let z = 54, Let l = 42, Let h = 7, Let d = 18, Let e = 47, Let m = 49, Let w = 7, d = ?
Answer: 18

Let k = 12, Let o = 44, Let i = 47, Let h = 15, Let c = 38, Let n = 93, i = ?
Answer: 47

Let g = 31, Let c = 35, Let h = 48, Let j = 97, g = ?
Answer: 31

Let r = 6, Let n = 83, Let a = 96, Let u = 38, Let f = 70, Let b = 68, u = ?
Answer: 38

Let f = 93, Let y = 28, Let u = 90, Let l = 86, Let m = 40, Let n = 26, m = ?
Answer: 40

Let p = 85, Let x = 61, Let f = 34, Let s = 82, Let c = 23, Let k = 12, s = ?
Answer:",82,82,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let a = 91, Let o = 88, Let c = 41, Let q = 84, Let e = 81, a = ?
Answer: 91

Let p = 85, Let x = 61, Let f = 34, Let s = 82, Let c = 23, Let k = 12, s = ?
Answer: 82

Let o = 31, Let v = 88, Let f = 38, Let s = 35, Let e = 45, Let h = 28, Let w = 94, f = ?
Answer: 38

Let f = 93, Let y = 28, Let u = 90, Let l = 86, Let m = 40, Let n = 26, m = ?
Answer: 40

Let w = 74, Let t = 32, Let n = 74, Let i = 35, n = ?
Answer: 74

Let e = 13, Let p = 66, Let f = 57, Let v = 21, Let i = 97, Let n = 34, Let b = 37, f = ?
Answer:",57,57,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let h = 6, Let e = 26, Let q = 3, Let w = 77, Let n = 36, Let m = 94, e = ?
Answer: 26

Let b = 88, Let z = 59, Let h = 47, Let v = 55, Let u = 41, Let w = 11, u = ?
Answer: 41

Let y = 18, Let s = 68, Let p = 43, Let t = 19, Let o = 60, p = ?
Answer: 43

Let n = 50, Let i = 22, Let m = 91, Let a = 15, Let t = 43, t = ?
Answer: 43

Let o = 71, Let h = 93, Let f = 27, Let v = 6, Let t = 25, t = ?
Answer: 25

Let p = 9, Let l = 14, Let f = 16, Let r = 40, Let o = 50, Let g = 34, l = ?
Answer:",14,14,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let v = 89, Let y = 42, Let p = 27, Let u = 53, Let f = 40, p = ?
Answer: 27

Let v = 77, Let b = 29, Let c = 32, Let f = 20, Let s = 71, Let q = 83, Let h = 46, c = ?
Answer: 32

Let t = 85, Let o = 35, Let i = 69, Let w = 24, Let g = 44, i = ?
Answer: 69

Let f = 79, Let q = 61, Let l = 99, Let k = 50, Let e = 9, Let a = 30, f = ?
Answer: 79

Let t = 72, Let h = 78, Let x = 53, Let e = 51, Let d = 88, Let k = 34, Let b = 46, d = ?
Answer: 88

Let s = 45, Let h = 76, Let c = 69, Let o = 32, Let a = 73, Let z = 93, z = ?
Answer:",93,93,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let w = 61, Let o = 26, Let h = 89, Let z = 52, Let k = 54, w = ?
Answer: 61

Let d = 15, Let o = 58, Let i = 13, Let b = 41, Let j = 83, o = ?
Answer: 58

Let r = 6, Let n = 83, Let a = 96, Let u = 38, Let f = 70, Let b = 68, u = ?
Answer: 38

Let f = 0, Let t = 29, Let s = 20, Let e = 22, Let i = 35, Let m = 79, f = ?
Answer: 0

Let g = 19, Let u = 75, Let t = 41, Let m = 26, Let j = 81, Let x = 69, t = ?
Answer: 41

Let w = 79, Let g = 39, Let b = 32, Let y = 53, Let s = 74, b = ?
Answer:",32,32,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let m = 97, Let q = 14, Let o = 89, Let y = 98, Let b = 73, Let l = 87, b = ?
Answer: 73

Let o = 63, Let j = 65, Let b = 61, Let h = 83, Let g = 99, Let f = 23, o = ?
Answer: 63

Let n = 32, Let t = 43, Let o = 48, Let v = 43, o = ?
Answer: 48

Let r = 47, Let j = 10, Let u = 29, Let b = 89, r = ?
Answer: 47

Let f = 0, Let t = 29, Let s = 20, Let e = 22, Let i = 35, Let m = 79, f = ?
Answer: 0

Let e = 97, Let h = 60, Let q = 13, Let b = 20, Let l = 82, Let y = 34, Let a = 94, b = ?
Answer:",20,20,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let u = 79, Let i = 69, Let j = 81, Let z = 9, Let f = 97, Let r = 7, j = ?
Answer: 81

Let w = 66, Let i = 71, Let v = 20, Let s = 31, Let m = 89, s = ?
Answer: 31

Let x = 20, Let d = 98, Let f = 78, Let z = 11, Let u = 71, Let w = 71, Let o = 43, z = ?
Answer: 11

Let w = 74, Let t = 32, Let n = 74, Let i = 35, n = ?
Answer: 74

Let v = 77, Let b = 29, Let c = 32, Let f = 20, Let s = 71, Let q = 83, Let h = 46, c = ?
Answer: 32

Let s = 38, Let f = 5, Let y = 18, Let t = 91, Let j = 31, Let e = 14, f = ?
Answer:",5,5,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let v = 77, Let b = 29, Let c = 32, Let f = 20, Let s = 71, Let q = 83, Let h = 46, c = ?
Answer: 32

Let d = 15, Let o = 58, Let i = 13, Let b = 41, Let j = 83, o = ?
Answer: 58

Let g = 93, Let e = 47, Let a = 32, Let w = 76, Let f = 35, Let k = 57, Let x = 2, k = ?
Answer: 57

Let z = 54, Let l = 42, Let h = 7, Let d = 18, Let e = 47, Let m = 49, Let w = 7, d = ?
Answer: 18

Let m = 97, Let q = 14, Let o = 89, Let y = 98, Let b = 73, Let l = 87, b = ?
Answer: 73

Let r = 3, Let j = 18, Let h = 21, Let z = 45, Let k = 26, Let y = 10, Let m = 36, r = ?
Answer:",'3',3,False,12
Reasoning Primitive,var_assign_depth_0_math,"Let s = 30, Let n = 59, Let h = 69, Let k = 3, Let j = 59, Let x = 47, j = ?
Answer: 59

Let w = 61, Let o = 26, Let h = 89, Let z = 52, Let k = 54, w = ?
Answer: 61

Let t = 76, Let u = 93, Let v = 13, Let d = 54, Let l = 59, Let k = 30, Let f = 51, f = ?
Answer: 51

Let q = 64, Let r = 9, Let h = 17, Let z = 52, Let f = 22, q = ?
Answer: 64

Let z = 99, Let u = 79, Let k = 44, Let e = 86, z = ?
Answer: 99

Let z = 35, Let g = 64, Let c = 93, Let r = 78, r = ?
Answer:",78,78,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let o = 63, Let j = 65, Let b = 61, Let h = 83, Let g = 99, Let f = 23, o = ?
Answer: 63

Let k = 42, Let u = 76, Let v = 49, Let r = 64, Let s = 70, v = ?
Answer: 49

Let v = 73, Let y = 76, Let e = 22, Let m = 62, Let r = 3, r = ?
Answer: 3

Let y = 77, Let q = 70, Let h = 64, Let t = 93, Let s = 14, s = ?
Answer: 14

Let n = 64, Let w = 25, Let h = 9, Let q = 90, Let c = 35, q = ?
Answer: 90

Let y = 18, Let s = 68, Let p = 43, Let t = 19, Let o = 60, p = ?
Answer:",43,43,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let j = 12, Let d = 96, Let r = 23, Let s = 2, Let i = 45, Let o = 37, s = ?
Answer: 2

Let s = 45, Let h = 76, Let c = 69, Let o = 32, Let a = 73, Let z = 93, z = ?
Answer: 93

Let o = 63, Let j = 65, Let b = 61, Let h = 83, Let g = 99, Let f = 23, o = ?
Answer: 63

Let p = 85, Let x = 61, Let f = 34, Let s = 82, Let c = 23, Let k = 12, s = ?
Answer: 82

Let k = 20, Let d = 83, Let h = 34, Let l = 13, Let z = 66, Let b = 28, Let u = 27, l = ?
Answer: 13

Let g = 19, Let u = 75, Let t = 41, Let m = 26, Let j = 81, Let x = 69, t = ?
Answer:",41,41,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let o = 31, Let v = 88, Let f = 38, Let s = 35, Let e = 45, Let h = 28, Let w = 94, f = ?
Answer: 38

Let y = 77, Let q = 70, Let h = 64, Let t = 93, Let s = 14, s = ?
Answer: 14

Let q = 64, Let r = 9, Let h = 17, Let z = 52, Let f = 22, q = ?
Answer: 64

Let e = 93, Let k = 41, Let c = 13, Let g = 58, Let n = 42, Let j = 42, Let t = 9, j = ?
Answer: 42

Let s = 38, Let f = 5, Let y = 18, Let t = 91, Let j = 31, Let e = 14, f = ?
Answer: 5

Let x = 20, Let d = 98, Let f = 78, Let z = 11, Let u = 71, Let w = 71, Let o = 43, z = ?
Answer:",11,11,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let s = 39, Let o = 84, Let t = 53, Let r = 89, Let l = 85, l = ?
Answer: 85

Let z = 3, Let j = 99, Let w = 48, Let y = 26, Let e = 79, Let c = 53, z = ?
Answer: 3

Let z = 68, Let a = 30, Let w = 43, Let h = 98, Let y = 19, h = ?
Answer: 98

Let e = 93, Let k = 41, Let c = 13, Let g = 58, Let n = 42, Let j = 42, Let t = 9, j = ?
Answer: 42

Let q = 66, Let r = 59, Let m = 67, Let i = 8, Let h = 8, Let o = 50, o = ?
Answer: 50

Let r = 75, Let o = 99, Let i = 86, Let v = 76, Let c = 29, o = ?
Answer:",99,99,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let i = 48, Let x = 96, Let m = 8, Let u = 98, Let d = 89, Let r = 80, Let v = 12, d = ?
Answer: 89

Let d = 20, Let i = 65, Let h = 57, Let s = 38, Let g = 17, Let v = 19, Let l = 49, g = ?
Answer: 17

Let x = 39, Let n = 95, Let t = 15, Let k = 12, n = ?
Answer: 95

Let f = 58, Let k = 1, Let a = 95, Let c = 95, Let g = 30, f = ?
Answer: 58

Let g = 31, Let c = 35, Let h = 48, Let j = 97, g = ?
Answer: 31

Let i = 36, Let z = 37, Let v = 86, Let w = 13, Let m = 37, v = ?
Answer:",86,86,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let z = 54, Let k = 17, Let l = 87, Let x = 7, Let w = 21, Let a = 3, a = ?
Answer: 3

Let y = 77, Let q = 70, Let h = 64, Let t = 93, Let s = 14, s = ?
Answer: 14

Let f = 0, Let t = 29, Let s = 20, Let e = 22, Let i = 35, Let m = 79, f = ?
Answer: 0

Let f = 58, Let k = 1, Let a = 95, Let c = 95, Let g = 30, f = ?
Answer: 58

Let n = 81, Let a = 3, Let y = 11, Let w = 78, Let g = 92, w = ?
Answer: 78

Let m = 38, Let x = 89, Let a = 93, Let g = 90, Let s = 81, Let j = 17, x = ?
Answer:",89,89,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let e = 70, Let o = 52, Let c = 32, Let q = 51, Let j = 71, c = ?
Answer: 32

Let z = 35, Let g = 64, Let c = 93, Let r = 78, r = ?
Answer: 78

Let n = 56, Let e = 18, Let s = 23, Let v = 98, Let k = 71, Let q = 75, Let g = 52, k = ?
Answer: 71

Let f = 65, Let a = 31, Let e = 60, Let b = 85, a = ?
Answer: 31

Let r = 3, Let j = 18, Let h = 21, Let z = 45, Let k = 26, Let y = 10, Let m = 36, r = ?
Answer: 3

Let y = 7, Let o = 17, Let z = 61, Let e = 92, Let a = 55, Let j = 0, Let p = 43, a = ?
Answer:",55,55,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let x = 39, Let n = 95, Let t = 15, Let k = 12, n = ?
Answer: 95

Let w = 3, Let e = 73, Let t = 14, Let b = 16, Let d = 80, Let p = 56, Let a = 14, p = ?
Answer: 56

Let i = 48, Let x = 96, Let m = 8, Let u = 98, Let d = 89, Let r = 80, Let v = 12, d = ?
Answer: 89

Let o = 63, Let j = 65, Let b = 61, Let h = 83, Let g = 99, Let f = 23, o = ?
Answer: 63

Let q = 66, Let r = 59, Let m = 67, Let i = 8, Let h = 8, Let o = 50, o = ?
Answer: 50

Let t = 85, Let o = 35, Let i = 69, Let w = 24, Let g = 44, i = ?
Answer:",69,69,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let j = 45, Let v = 23, Let e = 77, Let c = 45, Let t = 42, Let a = 54, Let b = 85, a = ?
Answer: 54

Let y = 54, Let m = 72, Let k = 55, Let l = 97, Let p = 45, Let f = 63, Let o = 80, m = ?
Answer: 72

Let q = 65, Let x = 83, Let b = 51, Let t = 92, t = ?
Answer: 92

Let x = 20, Let d = 98, Let f = 78, Let z = 11, Let u = 71, Let w = 71, Let o = 43, z = ?
Answer: 11

Let d = 15, Let o = 58, Let i = 13, Let b = 41, Let j = 83, o = ?
Answer: 58

Let o = 93, Let p = 67, Let v = 3, Let e = 83, p = ?
Answer:",Let,67,False,12
Reasoning Primitive,var_assign_depth_0_math,"Let s = 39, Let o = 84, Let t = 53, Let r = 89, Let l = 85, l = ?
Answer: 85

Let k = 42, Let u = 76, Let v = 49, Let r = 64, Let s = 70, v = ?
Answer: 49

Let x = 25, Let i = 92, Let y = 14, Let p = 57, Let b = 51, Let e = 75, Let t = 99, t = ?
Answer: 99

Let f = 58, Let k = 1, Let a = 95, Let c = 95, Let g = 30, f = ?
Answer: 58

Let o = 71, Let h = 93, Let f = 27, Let v = 6, Let t = 25, t = ?
Answer: 25

Let n = 81, Let a = 3, Let y = 11, Let w = 78, Let g = 92, w = ?
Answer:",78,78,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let f = 37, Let u = 26, Let y = 69, Let z = 60, Let n = 9, Let l = 37, Let v = 94, z = ?
Answer: 60

Let n = 46, Let g = 41, Let q = 65, Let p = 29, p = ?
Answer: 29

Let q = 65, Let x = 83, Let b = 51, Let t = 92, t = ?
Answer: 92

Let z = 3, Let j = 99, Let w = 48, Let y = 26, Let e = 79, Let c = 53, z = ?
Answer: 3

Let z = 99, Let u = 79, Let k = 44, Let e = 86, z = ?
Answer: 99

Let h = 6, Let e = 26, Let q = 3, Let w = 77, Let n = 36, Let m = 94, e = ?
Answer:",26,26,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let w = 61, Let o = 26, Let h = 89, Let z = 52, Let k = 54, w = ?
Answer: 61

Let x = 25, Let i = 92, Let y = 14, Let p = 57, Let b = 51, Let e = 75, Let t = 99, t = ?
Answer: 99

Let o = 97, Let v = 41, Let u = 30, Let j = 93, Let f = 56, Let r = 44, r = ?
Answer: 44

Let k = 90, Let j = 35, Let f = 91, Let t = 24, Let e = 98, Let g = 71, f = ?
Answer: 91

Let f = 65, Let a = 31, Let e = 60, Let b = 85, a = ?
Answer: 31

Let f = 79, Let q = 61, Let l = 99, Let k = 50, Let e = 9, Let a = 30, f = ?
Answer:",79,79,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let r = 47, Let j = 10, Let u = 29, Let b = 89, r = ?
Answer: 47

Let y = 54, Let m = 72, Let k = 55, Let l = 97, Let p = 45, Let f = 63, Let o = 80, m = ?
Answer: 72

Let n = 46, Let g = 41, Let q = 65, Let p = 29, p = ?
Answer: 29

Let t = 85, Let o = 35, Let i = 69, Let w = 24, Let g = 44, i = ?
Answer: 69

Let y = 18, Let s = 68, Let p = 43, Let t = 19, Let o = 60, p = ?
Answer: 43

Let g = 31, Let c = 35, Let h = 48, Let j = 97, g = ?
Answer:",31,31,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let a = 91, Let o = 88, Let c = 41, Let q = 84, Let e = 81, a = ?
Answer: 91

Let v = 73, Let y = 76, Let e = 22, Let m = 62, Let r = 3, r = ?
Answer: 3

Let z = 68, Let a = 30, Let w = 43, Let h = 98, Let y = 19, h = ?
Answer: 98

Let u = 79, Let i = 69, Let j = 81, Let z = 9, Let f = 97, Let r = 7, j = ?
Answer: 81

Let w = 79, Let g = 39, Let b = 32, Let y = 53, Let s = 74, b = ?
Answer: 32

Let d = 20, Let i = 65, Let h = 57, Let s = 38, Let g = 17, Let v = 19, Let l = 49, g = ?
Answer:",17,17,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let k = 20, Let d = 83, Let h = 34, Let l = 13, Let z = 66, Let b = 28, Let u = 27, l = ?
Answer: 13

Let f = 0, Let t = 29, Let s = 20, Let e = 22, Let i = 35, Let m = 79, f = ?
Answer: 0

Let g = 1, Let b = 60, Let w = 22, Let o = 69, Let t = 46, t = ?
Answer: 46

Let n = 64, Let w = 25, Let h = 9, Let q = 90, Let c = 35, q = ?
Answer: 90

Let w = 79, Let g = 39, Let b = 32, Let y = 53, Let s = 74, b = ?
Answer: 32

Let f = 65, Let a = 31, Let e = 60, Let b = 85, a = ?
Answer:",31,31,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let n = 17, Let f = 58, Let s = 74, Let i = 30, s = ?
Answer: 74

Let o = 63, Let j = 65, Let b = 61, Let h = 83, Let g = 99, Let f = 23, o = ?
Answer: 63

Let s = 30, Let n = 59, Let h = 69, Let k = 3, Let j = 59, Let x = 47, j = ?
Answer: 59

Let f = 93, Let y = 28, Let u = 90, Let l = 86, Let m = 40, Let n = 26, m = ?
Answer: 40

Let v = 30, Let g = 21, Let b = 63, Let m = 55, Let t = 12, t = ?
Answer: 12

Let o = 76, Let b = 67, Let k = 90, Let v = 5, o = ?
Answer:",Let,76,False,12
Reasoning Primitive,var_assign_depth_0_math,"Let f = 79, Let q = 61, Let l = 99, Let k = 50, Let e = 9, Let a = 30, f = ?
Answer: 79

Let y = 0, Let x = 15, Let j = 12, Let d = 9, j = ?
Answer: 12

Let y = 54, Let m = 72, Let k = 55, Let l = 97, Let p = 45, Let f = 63, Let o = 80, m = ?
Answer: 72

Let o = 63, Let j = 65, Let b = 61, Let h = 83, Let g = 99, Let f = 23, o = ?
Answer: 63

Let v = 89, Let y = 42, Let p = 27, Let u = 53, Let f = 40, p = ?
Answer: 27

Let s = 39, Let o = 84, Let t = 53, Let r = 89, Let l = 85, l = ?
Answer:",85,85,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let s = 51, Let d = 55, Let c = 84, Let h = 28, d = ?
Answer: 55

Let n = 56, Let e = 18, Let s = 23, Let v = 98, Let k = 71, Let q = 75, Let g = 52, k = ?
Answer: 71

Let v = 89, Let y = 42, Let p = 27, Let u = 53, Let f = 40, p = ?
Answer: 27

Let e = 13, Let p = 66, Let f = 57, Let v = 21, Let i = 97, Let n = 34, Let b = 37, f = ?
Answer: 57

Let o = 63, Let j = 65, Let b = 61, Let h = 83, Let g = 99, Let f = 23, o = ?
Answer: 63

Let v = 73, Let y = 76, Let e = 22, Let m = 62, Let r = 3, r = ?
Answer:",3,3,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let y = 77, Let q = 70, Let h = 64, Let t = 93, Let s = 14, s = ?
Answer: 14

Let b = 88, Let z = 59, Let h = 47, Let v = 55, Let u = 41, Let w = 11, u = ?
Answer: 41

Let r = 75, Let o = 99, Let i = 86, Let v = 76, Let c = 29, o = ?
Answer: 99

Let r = 47, Let j = 10, Let u = 29, Let b = 89, r = ?
Answer: 47

Let z = 68, Let a = 30, Let w = 43, Let h = 98, Let y = 19, h = ?
Answer: 98

Let r = 66, Let v = 2, Let h = 27, Let d = 0, r = ?
Answer:",66,66,True,12
Reasoning Primitive,var_assign_depth_0_math,"Let b = 88, Let z = 59, Let h = 47, Let v = 55, Let u = 41, Let w = 11, u = ?
Answer: 41

Let r = 66, Let v = 2, Let h = 27, Let d = 0, r = ?
Answer: 66

Let m = 97, Let q = 14, Let o = 89, Let y = 98, Let b = 73, Let l = 87, b = ?
Answer: 73

Let x = 20, Let d = 98, Let f = 78, Let z = 11, Let u = 71, Let w = 71, Let o = 43, z = ?
Answer: 11

Let j = 70, Let z = 19, Let s = 39, Let v = 98, Let p = 64, Let t = 18, s = ?
Answer: 39

Let l = 42, Let j = 60, Let s = 43, Let i = 50, Let r = 17, Let u = 74, Let d = 90, u = ?
Answer:",74,74,True,12
Reasoning Primitive,var_assign_depth_0_equation,"w := 74, j := 83, n := 70, g := 11, m := 32, g = ?
Answer: 11

u := 21, k := 99, i := 31, c := 34, u = ?
Answer: 21

w := 91, f := 16, z := 46, c := 98, p := 56, i := 26, i = ?
Answer: 26

o := 14, v := 37, a := 66, m := 15, i := 21, k := 46, v = ?
Answer: 37

m := 28, w := 48, k := 52, g := 2, d := 86, p := 72, b := 92, k = ?
Answer: 52

r := 39, h := 17, n := 93, y := 48, n = ?
Answer:",93,93,True,12
Reasoning Primitive,var_assign_depth_0_equation,"k := 3, y := 31, w := 66, g := 99, v := 71, x := 92, v = ?
Answer: 71

y := 58, f := 37, e := 96, j := 17, f = ?
Answer: 37

j := 8, s := 46, u := 89, r := 81, m := 80, w := 74, b := 53, r = ?
Answer: 81

z := 51, k := 53, d := 8, j := 13, r := 78, e := 19, t := 49, r = ?
Answer: 78

r := 98, m := 49, a := 66, u := 42, v := 70, r = ?
Answer: 98

w := 95, n := 2, h := 58, r := 47, b := 13, h = ?
Answer:",58,58,True,12
Reasoning Primitive,var_assign_depth_0_equation,"g := 3, v := 72, x := 53, i := 63, d := 18, j := 11, d = ?
Answer: 18

u := 16, r := 5, w := 57, t := 91, r = ?
Answer: 5

a := 27, r := 9, w := 93, s := 12, n := 77, a = ?
Answer: 27

k := 3, y := 31, w := 66, g := 99, v := 71, x := 92, v = ?
Answer: 71

w := 74, j := 83, n := 70, g := 11, m := 32, g = ?
Answer: 11

g := 86, p := 1, n := 4, u := 36, v := 71, x := 26, m := 61, v = ?
Answer:",71,71,True,12
