task_type,difficulty,test_input,expected_answer,prediction,is_correct,test_id,ut_steps,full_response,generation_time,generated_tokens,input_tokens,prompt_idx,is_degenerate
p_hop,4_hops,Sequence: DABCCABAABCADDBDBBBABABCCCDCACAADBBADCCBDADADAABDDABCCCCACACABCCAAAACBDCADDBCBACCBDBDBBBAADABDDDAADCAAACCAADDDCBAACCDDACDACCDBAADDCABCDBABACABBDDAAADCCBADCBDDDBDBCACDCDCBABCCDAADDBBCDBDCDACAAADCDDAACCBAACBACADBCCBCBDADBDCABCABCCDCDCCDCCDBDCACBCCADDCDCCADCA. Start: C. Hop 4 times.,C,DEGENERATE,False,580d3de4,1,"
[T]  A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B",13.954770764499983,512,204,1,True
p_hop,4_hops,Sequence: BCBBCDDCCBDBAACCDDAAABCACADDBDABDCCABDDCDCDDBBBABAACADCCCCAAACDDCDBCBDCDBABDCABDBDACCADABABADDCCDBCDDAACACBDCBDBBDADCABACBBBDADCDBAABDACCCDADAADBBAAADCDADDDACBDCCDCCCACCCCCAACCCACDDBBCADCCCCACCBADBACBDBDDDADDBBABCACDDDBAADDAABDBDBBBCADBBBDDACBDDBADBAADBBCD. Start: D. Hop 4 times.,A,B,False,be87a2e8,1,"
[T]  A→B
[F] B",13.954770764499983,9,204,2,False
p_hop,4_hops,Sequence: ADBCACDABCDAAABBBDBCCBBDDBDACBDAACBBCBAAACCDCCBCDDCDABDCBADCDDBDADCCBADACDAAAAACBAAAAADCABACACBADBCCBDDABBCBCCDCDBDCBCABADDACADCBBBCCCDCCACACDCCAAABABACBDDDABBCABDACBDDBAAABBACCCBACDBAACACBBBCDBDADDABADDCDCAADBDAADABDACBACBDCACDCDDCADCBCBDCDCABBACCCAADCBDB. Start: C. Hop 4 times.,A,B,False,e18544a2,1,"
[T]  A→B
[F] B
[T] A→B
[F] B",13.954770764499983,21,215,3,False
p_hop,8_hops,Sequence: AACDBDBCDCAACACBABDBDDBBDABDCDDACADBAACBADDBDABDCCBAAADDADAACBBADBDADBDCCDDDBACCADBABDACABBAACBABCADDCADDDBBCCCBABDBBAADBBDBDBBACBBCDCCDBDABABABCDBBCDAADBACADADBDADBDAACCDCBDBDCDBDCBACDDBDCBCBBCBAADABDDADADBBDBACCADBDBCDCBCBBCDCAAABDAABBBCAABADBDBDCADDACCC. Start: B. Hop 8 times.,B,B,True,df3a5757,1,"
[T]  A→B
[F] B",5.898354454500009,9,208,0,False
p_hop,8_hops,Sequence: BBAACBBACDADDBDBCDDCACCADDADBBCDDABCABBCCBBDDBCDCCACCCADBADDBBCADDBBDDBCDBBABBBDCBDBDDDAABDABAADCACBBDDDCBCDBABBBCDAACBBCDDCDCBDCACCBACBCDDBCDDCDAACDDDCBBABBCDBDCBACADDBBCAAABABBCBDBBABDBDDDDBCBACDBBBCABDAABBACACBADACDBAABCBCADCDDCDCDDACCACDCADDDADCCCBDCCD. Start: A. Hop 8 times.,D,DEGENERATE,False,4b9d2f17,1,"
[T]  A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B",5.898354454500009,512,211,1,True
p_hop,8_hops,Sequence: CDBBBADDACAADBBACDDDBCACCDABADDABACADACDCBADBAAAACDCAABCACCDABCACDDDADDBBDBBCCCDCADBDDADACDDABDACBDCABDCCCBACDACDACBBCABCBBCDCCDDADACACBDAADADDCBBBDDDBBDBDCCDACDBCBBCBDCABCCDCBDABAADBBAAACDCDCDCBCDDBAACCBDBDCDDDDDDBBBCDBBBCBCBAAABACBAABCBDDABBDACDCCCCBDABD. Start: D. Hop 8 times.,A,B,False,71a9199c,1,"
[T]  A→B
[F] B",5.898354454500009,9,209,2,False
p_hop,8_hops,Sequence: ADADACADBBDDBBCBDCCBDBDDBBACDADBBBBCCAABAACDBCABDAAABAACAACBBBCDBBBCBACABBDADBBADBCDCBAAAABAACADDCCBBADBCDDBDBBCBADBDDCCACCDDCADBBAADACADBABDCDDCCDACCBBBBDCBDADCDDABCADCACCDBABABDCCADCDBDACDCBDAAADBBDDCCBADBDBBCADBBDDACDBBCADACDBADCADBACADDCDDDCCCDADDCBCBD. Start: D. Hop 8 times.,B,B,True,68933929,1,"
[T]  A→B
[F] B",5.898354454500009,9,209,3,False
p_hop,8_hops,Sequence: DDCABADDCACCBDBCCABCDADDBCDADCBBDBADBDADABDAADDAADDABDDBBBBAAAAACABADCBDABDDBABBADCCCBABABCDCCBDDDDCCADDADBAACDBCBCAAACCDADCCADCCDBADABAACCBDACCBCDAACCADBAABDCBDCAAACBBCACABAABDDCBADBABCADADBCCCAACBBDADBADCDDBDAACDBBBBDADBAABBBCBCDDBDADCCBDBCCBCBBACCDABDAC. Start: D. Hop 8 times.,C,DEGENERATE,False,a5f6852f,1,"
[T]  A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B",5.918915130750008,512,201,0,True
p_hop,8_hops,Sequence: ADACCACDACBABABCBDACCDDDBADCBBDCCCDDDBBACDBABDCBCCBBBCABDDDAACCBDAAADDDACCAABDDCABCDCACBDDDCDBDCCABCDBDBBAACBABCAADBBCBAADADCDDACBDADAAAADCDCBDCADBBAACBAAABCABCDDCBCDCBCCBAADBCCBBAADBBBDDCCACBCCCDACCACDCBCCDBDBABDAADADACACCCDDACBDDAACCACACBDAAACDADDAACBAAB. Start: C. Hop 8 times.,A,B,False,a8ea5d38,1,"
[T]  A→B
[F] B",5.918915130750008,9,207,1,False
p_hop,8_hops,Sequence: ADDDACACBBABBCDDADCBAACBADCCCDDAACDBDCCADAAABCDCDCAAACCBCDCBADCCDBDDCBBACDABBDACBBADCBBABCABDCBBCADBCAABBABBBCCCABAACCCAADBCCDBACBACBDDBCCABAAADDACABAADAADAAACAACACADDACCACDADDABDACBBBDADDABBBABCBABBBAADBBCDBDDCBCCABCAABDDBBCBCACBADBDADADDBDBBBCABCCADDCBAD. Start: B. Hop 8 times.,D,B,False,187a0be1,1,"
[T]  A→B
[F] B",5.918915130750008,9,203,2,False
p_hop,8_hops,Sequence: BCBCDDDBBCBBDDBBCDDBCBDCBADDBBACDABAABBBCCACACBBDDCBDDABDABBBABBAADCDCABDCCCACCCDCBACDCDADDBABCDABCDABDDACDCBABCBCDDCCABDBCDBACBAADBCAADACBDCDCAABBDADCADDABADABCDDADDDCCBCDBDCABBACBBDAADCBDBCDADBDDACCCBDDCADDBCAABDCADCACDCBCCBCAABABADAABCCBDDCDBABDAADCCDAC. Start: D. Hop 8 times.,B,B,True,0b168fa4,1,"
[T]  A→B
[F] B",5.918915130750008,9,207,3,False
igsm,depth_4_hierarchical_mod_7,Question. O#H := O#C + P#D. H#H := F#F. N#O := 3. D#M := 3. C#B := O#H + F#F. I#L := E#E + J#H. J#H := C#B. E#E := H#H. O#C := 4. C#I := J#H. P#D := 0. F#F := N#O - O#C. I#L?,2,DEGENERATE,False,2fd4d281,1,"
[1]  1
[2] 0
[3] 0
[4] 0
[5] 0",2.09889504399996,27,237,0,True
igsm,depth_4_hierarchical_mod_7,Question. H#B := 4. E#K := 4. G#L := 5. C#O := L#G. C#B := L#I * C#I. N#O := E#K. L#I := C#O - N#O. A#O := G#L + G#L. L#G := 6. A#K := P#F. P#F := C#I. G#G := P#F. I#M := G#L + H#B. H#I := P#F. D#I := C#B * P#F. C#I := I#M - C#O. H#I?,3,1,False,7701a667,1,"
[1]  = 4
[2] = 4
[3] = 4
[4] = 1
[5] = 1",2.09889504399996,33,277,1,False
igsm,depth_4_hierarchical_mod_7,Question. L#M := O#J. D#E := I#I - O#O. O#P := L#H + L#M. J#I := C#G. N#O := B#M - B#M. N#C := L#H. I#I := 5. L#H := N#O. O#M := 0. O#O := 2. A#F := 3. K#A := L#M. B#M := I#I + A#F. O#J := C#G. C#G := A#F. N#A := L#M - L#M. N#C?,0,7,False,ef5a12d7,1,"
[1]  1.
[2] 2.
[3] 3.
[4] 4.
[5] 5.
[6] 6.
[7] 7.",2.942913922499997,47,273,0,False
igsm,depth_4_hierarchical_mod_7,Question. A#D := 1. C#B := 6. F#O := E#L. I#B := L#K + L#K. O#L := 4. D#C := C#B - L#K. O#K := C#B + L#K. B#I := K#M. N#B := K#M. K#E := D#C. E#L := N#N * D#C. N#C := I#B. N#N := A#D + L#K. E#C := E#L * E#L. L#K := 1. K#M := N#C * N#C. N#B?,4,1,False,20de9493,1,"
[1]  = 1
[2] = 6
[3] = 6
[4] = 1
[5] = 1
[6] = 1
[7] = 1",2.942913922499997,47,281,1,False
igsm,depth_4_hierarchical_mod_7,Question. L#M := G#J. L#D := E#A. L#O := L#M. N#B := L#D. J#C := H#B. H#D := H#B. E#A := H#B + J#K. J#E := L#M * N#B. A#C := 5. J#K := 3. A#E := L#M - N#B. G#L := N#B - L#M. J#I := E#A * J#C. H#B := 1. G#J := E#A. L#L := H#D. F#D := 6. L#O?,4,1,False,c7b61911,1,"
[1]  = 1
[2] = 1
[3] = 1
[4] = 1
[5] = 1",2.0710652440000104,33,281,0,False
igsm,depth_4_hierarchical_mod_7,Question. A#A := 1. K#P := 1. H#O := J#M - H#B. M#G := A#A + A#A. D#C := 6. H#K := K#P - A#A. B#L := H#O - H#O. J#M := H#K. O#A := 6. N#E := B#E. H#B := H#K. B#E := J#M. N#E?,0,DEGENERATE,False,5cd42058,1,"
[1]  1
[2] 1
[3] 1
[4] 1
[5] 1",2.0710652440000104,27,237,1,True
igsm,depth_4_hierarchical_mod_7,Question. F#M := 0. J#I := F#O - F#O. M#J := 2. L#O := H#H. L#J := 5. P#M := H#H + H#H. L#L := P#M. A#C := J#I. N#L := I#P. H#H := P#P. B#E := I#P - I#P. F#O := F#M + P#P. P#P := 4. O#G := F#O. I#P := L#O. N#L?,4,60,False,0833119a,1,"
[1]  = 0
[2] = 1
[3] = 2
[4] = 3
[5] = 4
[6] = 5
[7] = 6
[8] = 7
[9] = 8
[10] = 9
[11] = 10
[12] = 11
[13] = 12
[14] = 13
[15] = 14
[16] = 15
[17] = 16
[18] = 17
[19] = 18
[20] = 19
[21] = 20
[22] = 21
[23] = 22
[24] = 23
[25] = 24
[26] = 25
[27] = 26
[28] = 27
[29] = 28
[30] = 29
[31] = 30
[32] = 31
[33] = 32
[34] = 33
[35] = 34
[36] = 35
[37] = 36
[38] = 37
[39] = 38
[40] = 39
[41] = 40
[42] = 41
[43] = 42
[44] = 43
[45] = 44
[46] = 45
[47] = 46
[48] = 47
[49] = 48
[50] = 49
[51] = 50
[52] = 51
[53] = 52
[54] = 53
[55] = 54
[56] = 55
[57] = 56
[58] = 57
[59] = 58
[60",12.570209343999977,512,261,0,False
igsm,depth_4_hierarchical_mod_7,Question. A#J := 3. H#L := 3. F#E := B#G. E#D := H#L. H#F := F#E. O#P := L#F - N#F. N#F := F#F. L#F := F#F. G#O := H#F. P#P := H#F. C#M := 0. B#G := F#F. F#F := 0. M#K := F#E. P#P?,0,0,True,a41d647d,1,"
[1]  = 3
[2] = 3
[3] = 0
[4] = 0
[5] = 0
[6] = 0
[7] = 0",12.570209343999977,46,241,1,False
